               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 126,             0.06963,            0.012521,           0.0086003,             0.89755,             0.48891,             0.55271,             0.23254,            0.062442,            0.011029,           0.0029247,           0.0066647,           0.0066647,           0.0066647
                 127,            0.071661,            0.013219,           0.0075396,             0.91728,              0.4905,             0.56132,             0.24689,            0.061455,            0.010772,              0.0025,           0.0066191,           0.0066191,           0.0066191
                 128,            0.070509,            0.012123,           0.0068364,             0.89541,             0.49984,             0.56967,             0.24302,            0.061089,              0.0108,           0.0030596,           0.0065734,           0.0065734,           0.0065734
                 129,            0.067802,            0.013001,           0.0070558,             0.86694,             0.50085,             0.56349,             0.24939,            0.062085,            0.010817,           0.0026078,           0.0065276,           0.0065276,           0.0065276
                 130,            0.067873,            0.012675,           0.0063785,             0.90403,             0.49913,             0.57487,             0.24101,            0.062234,             0.01062,           0.0022021,           0.0064816,           0.0064816,           0.0064816
                 131,            0.069385,             0.01226,           0.0065969,             0.90055,              0.4906,             0.56903,             0.24381,            0.061505,            0.010609,           0.0021884,           0.0064356,           0.0064356,           0.0064356
                 132,            0.070673,            0.012649,           0.0069312,              0.8792,             0.50482,              0.5705,             0.25451,            0.063613,            0.010722,           0.0021465,           0.0063895,           0.0063895,           0.0063895
                 133,             0.07151,            0.012031,           0.0071463,             0.89994,             0.49523,             0.57001,             0.25017,            0.061083,            0.010815,           0.0025131,           0.0063432,           0.0063432,           0.0063432
                 134,            0.071484,            0.012843,           0.0065715,             0.86674,             0.50085,             0.56574,             0.24875,            0.060932,            0.010788,           0.0022772,           0.0062969,           0.0062969,           0.0062969
                 135,            0.068952,            0.012903,           0.0068013,             0.88912,             0.48585,             0.56482,             0.24158,            0.061391,            0.010868,           0.0022154,           0.0062505,           0.0062505,           0.0062505
                 136,            0.070717,            0.012814,           0.0074389,             0.88809,             0.49378,             0.57799,             0.24854,            0.060021,            0.010819,           0.0024267,            0.006204,            0.006204,            0.006204
                 137,            0.069208,            0.012904,           0.0069141,             0.90299,             0.49702,              0.5697,             0.24081,            0.060867,            0.010505,             0.00248,           0.0061574,           0.0061574,           0.0061574
                 138,            0.065135,            0.013117,           0.0063146,             0.86606,             0.47801,             0.55983,             0.23719,            0.061294,            0.010682,           0.0019629,           0.0061107,           0.0061107,           0.0061107
                 139,            0.068805,             0.01247,           0.0066866,              0.8774,             0.51514,             0.56666,             0.25238,            0.060525,             0.01055,            0.002174,            0.006064,            0.006064,            0.006064
                 140,            0.068078,            0.012285,            0.006785,              0.9029,             0.50026,             0.57243,             0.24758,            0.060406,            0.010596,           0.0021724,           0.0060172,           0.0060172,           0.0060172
                 141,            0.067295,            0.012348,           0.0065425,             0.90033,             0.49766,             0.57521,             0.25139,            0.060747,            0.010687,           0.0018529,           0.0059704,           0.0059704,           0.0059704
                 142,            0.067706,            0.012184,           0.0065848,             0.89688,             0.50962,             0.57665,             0.24331,            0.059956,            0.010589,           0.0020108,           0.0059235,           0.0059235,           0.0059235
                 143,            0.070012,              0.0123,           0.0063883,             0.89858,             0.50342,             0.57373,             0.24692,             0.05927,            0.010455,           0.0020881,           0.0058766,           0.0058766,           0.0058766
                 144,            0.068179,            0.012757,           0.0059377,             0.88723,             0.51326,               0.589,             0.25258,            0.061075,            0.010553,           0.0019538,           0.0058296,           0.0058296,           0.0058296
                 145,            0.069067,               0.012,           0.0062259,             0.87912,             0.52083,             0.58338,              0.2452,            0.061399,             0.01045,           0.0022545,           0.0057826,           0.0057826,           0.0057826
                 146,            0.065002,            0.012389,           0.0057509,             0.89028,             0.51957,             0.58433,             0.25936,            0.059851,            0.010383,           0.0019674,           0.0057355,           0.0057355,           0.0057355
                 147,            0.066783,            0.012407,           0.0064516,             0.92832,             0.50485,             0.59512,             0.25566,            0.059425,            0.010349,           0.0018211,           0.0056884,           0.0056884,           0.0056884
                 148,            0.066103,            0.012145,           0.0060776,             0.85647,             0.50217,              0.5619,             0.23039,            0.061583,            0.010502,           0.0026146,           0.0056413,           0.0056413,           0.0056413
                 149,            0.066169,            0.012303,           0.0063287,              0.9151,             0.49877,             0.57961,             0.24955,            0.060199,            0.010424,           0.0020579,           0.0055942,           0.0055942,           0.0055942
                 150,            0.064234,            0.012231,           0.0050384,             0.91841,             0.50039,             0.58117,               0.255,            0.060707,             0.01037,           0.0019675,           0.0055471,           0.0055471,           0.0055471
                 151,            0.065094,            0.012701,           0.0054186,             0.88215,             0.51047,              0.5863,             0.25946,            0.062016,            0.010403,           0.0018368,              0.0055,              0.0055,              0.0055
                 152,            0.066082,            0.012192,           0.0052026,             0.93816,             0.49036,             0.59353,             0.26139,             0.06273,            0.010553,            0.001713,           0.0054529,           0.0054529,           0.0054529
